sample,reaction,weight
PknG_KO1,EX_lac_L,0.0
PknG_KO1,EX_lcts,0.0
PknG_KO1,EX_leu_L,0.0
PknG_KO1,EX_lys_L,0.0
PknG_KO1,EX_mal_L,0.0
PknG_KO1,EX_malt,0.0
PknG_KO1,EX_malthp,0.0
PknG_KO1,EX_meoh,0.0
PknG_KO1,EX_met_L,0.0
PknG_KO1,EX_mg2,0.0
PknG_KO1,EX_na1,0.0
PknG_KO1,EX_nh4,0.0
PknG_KO1,EX_no2,0.0
PknG_KO1,EX_no3,0.0
PknG_KO1,EX_no,0.0
PknG_KO1,EX_o2,0.0
PknG_KO1,EX_ocdca,0.0
PknG_KO1,EX_orn,0.0
PknG_KO1,EX_pac,0.0
PknG_KO1,EX_pdima,0.0
PknG_KO1,EX_phdca,0.0
PknG_KO1,EX_phe_L,0.0
PknG_KO1,EX_pi,0.0
PknG_KO1,EX_ppa,0.0
PknG_KO1,EX_ppdima,0.0
PknG_KO1,EX_pro_L,0.0
PknG_KO1,EX_pyr,0.0
PknG_KO1,EX_rib_D,0.0
PknG_KO1,EX_ser_D,0.0
PknG_KO1,EX_ser_L,0.0
PknG_KO1,EX_skm,0.0
PknG_KO1,EX_so4,0.0
PknG_KO1,EX_succ,0.0
PknG_KO1,EX_tartr_L,0.0
PknG_KO1,EX_thr_L,0.0
PknG_KO1,EX_tre,0.0
PknG_KO1,EX_trp_L,0.0
PknG_KO1,EX_tsul,0.0
PknG_KO1,EX_ttdca,0.0
PknG_KO1,EX_tyr_L,0.0
PknG_KO1,EX_val_L,0.0
PknG_KO1,EX_ac,0.0
PknG_KO1,EX_4abz,0.0
PknG_KO1,EX_for,0.0
PknG_KO1,EX_akg,0.0
PknG_KO1,EX_gua,0.0
PknG_KO1,EX_ad,0.0
PknG_KO1,Adt,0.0
PknG_KO1,EX_urea,0.0
PknG_KO1,FACOAE140,0.0
PknG_KO1,FACOAE160,0.0
PknG_KO1,FACOAE180,0.0
PknG_KO1,FACOAL140,1.0
PknG_KO1,FACOAL160,1.0
PknG_KO1,FACOAL161,1.0
PknG_KO1,FACOAL180,1.0
PknG_KO1,FACOAL181,0.0
PknG_KO1,FACOAL200,1.0
PknG_KO1,FACOAL80,1.0
PknG_KO1,FACOALPHDCA,0.0
PknG_KO1,FACOALPREPH,1.0
PknG_KO1,FAH4,0.0
PknG_KO1,FAMPL1,1.0
PknG_KO1,FAMPL2,1.0
PknG_KO1,FAMPL3,1.0
PknG_KO1,FAMPL4,1.0
PknG_KO1,FAMPL5,1.0
PknG_KO1,FAO1,0.0
PknG_KO1,FAO10,0.0
PknG_KO1,FAO11,0.0
PknG_KO1,FAO2,0.0
PknG_KO1,FAO3,0.0
PknG_KO1,FAS100,-1.0
PknG_KO1,FAS120,-1.0
PknG_KO1,FAS140,0.0
PknG_KO1,FAS160,-1.0
PknG_KO1,FAS161,-1.0
PknG_KO1,FAS180,-1.0
PknG_KO1,FAS181,-1.0
PknG_KO1,FAS200,-1.0
PknG_KO1,FAS240_L,-1.0
PknG_KO1,FAS260,-1.0
PknG_KO1,FAS80_L,-1.0
PknG_KO1,FASPHDCA,0.0
PknG_KO1,FASm1601,-1.0
PknG_KO1,FASm180,-1.0
PknG_KO1,FASm1801,-1.0
PknG_KO1,FASm2001,-1.0
PknG_KO1,FASm2002,-1.0
PknG_KO1,FASm220,1.0
PknG_KO1,FASm2201,1.0
PknG_KO1,FASm2202,1.0
PknG_KO1,FASm240,1.0
PknG_KO1,FASm2401,1.0
PknG_KO1,FASm2402,1.0
PknG_KO1,FASm260,1.0
PknG_KO1,FASm2601,1.0
PknG_KO1,FASm2602,1.0
PknG_KO1,FASm280,1.0
PknG_KO1,FASm2801,1.0
PknG_KO1,FASm2802,1.0
PknG_KO1,FASm300,1.0
PknG_KO1,FASm3001,1.0
PknG_KO1,FASm320,1.0
PknG_KO1,FASm340,1.0
PknG_KO1,FBA,0.0
PknG_KO1,FBP,1.0
PknG_KO1,FCLPA,0.0
PknG_KO1,FCLT,0.0
PknG_KO1,FCLT2,0.0
PknG_KO1,FCOAH2,0.0
PknG_KO1,FDH,0.0
PknG_KO1,FE3Ri,0.0
PknG_KO1,FETRANS,0.0
PknG_KO1,FHL,0.0
PknG_KO1,FMNAT,0.0
PknG_KO1,FOLD3,0.0
PknG_KO1,FOLR2,0.0
PknG_KO1,FOMETR,0.0
PknG_KO1,FORMCOAL,0.0
PknG_KO1,FRD,-1.0
PknG_KO1,FRD2,-1.0
PknG_KO1,FRD3,-1.0
PknG_KO1,FRRPPDIMAS,0.0
PknG_KO1,FTHFCL,0.0
PknG_KO1,FTHFD,-1.0
PknG_KO1,FUM,0.0
PknG_KO1,FUMt2r,0.0
PknG_KO1,G16MTM1,0.0
PknG_KO1,G16MTM10,0.0
PknG_KO1,G16MTM2,0.0
PknG_KO1,G16MTM4,0.0
PknG_KO1,G16MTM5,0.0
PknG_KO1,G16MTM6,0.0
PknG_KO1,G16MTM7,0.0
PknG_KO1,G16MTM8,0.0
PknG_KO1,G16MTM9,0.0
PknG_KO1,G1PACT,0.0
PknG_KO1,G1PTT,-1.0
PknG_KO1,G1SATi,0.0
PknG_KO1,G3PAT160,0.0
PknG_KO1,G3PAT190,0.0
PknG_KO1,G5SADs,0.0
PknG_KO1,G5SD,0.0
PknG_KO1,G5SD2,0.0
PknG_KO1,G6PDH2,0.0
PknG_KO1,GALFT,0.0
PknG_KO1,GALKr,-1.0
PknG_KO1,GALT,0.0
PknG_KO1,GALUi,0.0
PknG_KO1,GALt2,0.0
PknG_KO1,GAPD,0.0
PknG_KO1,GARFT,0.0
PknG_KO1,GCCa,1.0
PknG_KO1,GCCb,0.0
PknG_KO1,GCCc,0.0
PknG_KO1,GF6PTAr,0.0
PknG_KO1,GFUCS,0.0
PknG_KO1,GGLUCT2,0.0
PknG_KO1,GHMT2,1.0
PknG_KO1,GK1,0.0
PknG_KO1,GLCabc,0.0
PknG_KO1,GLGC,0.0
PknG_KO1,GLNS,0.0
PknG_KO1,GLNSP1,0.0
PknG_KO1,GLNSP2,0.0
PknG_KO1,GLNSP3,0.0
PknG_KO1,GLU5K,0.0
PknG_KO1,GLUCYS,0.0
PknG_KO1,GLUDC,-1.0
PknG_KO1,GLUDx,0.0
PknG_KO1,GLUPRT,1.0
PknG_KO1,GLUR,0.0
PknG_KO1,GLUSy,0.0
PknG_KO1,GLUt2r,0.0
PknG_KO1,GLXO1,0.0
PknG_KO1,GLYBabc,0.0
PknG_KO1,GLYC3Pabc,-1.0
PknG_KO1,GLYCK,0.0
PknG_KO1,GLYCL,0.0
PknG_KO1,GLYCTO1,0.0
PknG_KO1,GLYCTO2,0.0
PknG_KO1,GLYCTO3,0.0
PknG_KO1,GLYCTO4,0.0
PknG_KO1,GLYCt,0.0
PknG_KO1,GLYK,-1.0
PknG_KO1,GLYt2r,0.0
PknG_KO1,GMAND,0.0
PknG_KO1,GMPS2,0.0
PknG_KO1,GMT1,0.0
PknG_KO1,GND,0.0
PknG_KO1,GPDDA2,1.0
PknG_KO1,GRTT,0.0
PknG_KO1,GSNK,0.0
PknG_KO1,GTHOr,-1.0
PknG_KO1,GTHRDt2,-1.0
PknG_KO1,GTHS,0.0
PknG_KO1,GTMLT,-1.0
PknG_KO1,GTPCI,1.0
PknG_KO1,GTPCII,0.0
PknG_KO1,GTPCII2,0.0
PknG_KO1,GTPDPK,1.0
PknG_KO1,GTPH1,1.0
PknG_KO1,GUACYC,-1.0
PknG_KO1,GUAD,0.0
PknG_KO1,GUAPRT,0.0
PknG_KO1,H2CO3D,0.0
PknG_KO1,H2CO3TP,0.0
PknG_KO1,H2Ot,0.0
PknG_KO1,H2St1,0.0
PknG_KO1,H2td,0.0
PknG_KO1,HCO3E,0.0
PknG_KO1,HCYSMT,0.0
PknG_KO1,HDCAt2,0.0
PknG_KO1,HEX1,0.0
PknG_KO1,HISTD,1.0
PknG_KO1,HISTP,0.0
PknG_KO1,HISt2r,0.0
PknG_KO1,HMBS,0.0
PknG_KO1,HMPK1,0.0
PknG_KO1,HMPK2,0.0
PknG_KO1,HMPK3,0.0
PknG_KO1,HMPK4,0.0
PknG_KO1,HOPNTAL,0.0
PknG_KO1,HPPK,0.0
PknG_KO1,HPPK2,0.0
PknG_KO1,HSDy,0.0
PknG_KO1,HSERTA,0.0
PknG_KO1,HSK,0.0
PknG_KO1,HSST,0.0
PknG_KO1,HSTPT,0.0
PknG_KO1,HXPRT,0.0
PknG_KO1,ICDHy,0.0
PknG_KO1,ICHORSi,0.0
PknG_KO1,ICL,1.0
PknG_KO1,ID3ACALDt,0.0
PknG_KO1,IG3PS,0.0
PknG_KO1,IGAMD,0.0
PknG_KO1,IGPDH,0.0
PknG_KO1,IGPS,0.0
PknG_KO1,ILETA,0.0
PknG_KO1,ILEt2r,0.0
PknG_KO1,IMPC,0.0
PknG_KO1,IMPD,0.0
PknG_KO1,INDPYRD,0.0
PknG_KO1,INSH,0.0
PknG_KO1,INSK,0.0
PknG_KO1,IPDDI,0.0
PknG_KO1,IPDPS,0.0
PknG_KO1,IPMD,0.0
PknG_KO1,IPPMIa,0.0
PknG_KO1,IPPMIb,0.0
PknG_KO1,IPPS,1.0
PknG_KO1,KARA1i,0.0
PknG_KO1,KARA2i,0.0
PknG_KO1,Kabc,0.0
PknG_KO1,Kt3r,0.0
PknG_KO1,LACZ,0.0
PknG_KO1,LCTSabc,-1.0
PknG_KO1,LDH_L,1.0
PknG_KO1,LEUTA,0.0
PknG_KO1,LEUt2r,0.0
PknG_KO1,LO,0.0
PknG_KO1,LPLIPAL2E160,0.0
PknG_KO1,LPLIPAL2E180,1.0
PknG_KO1,LYSt5r,0.0
PknG_KO1,L_LACD,1.0
PknG_KO1,L_LACD2,1.0
PknG_KO1,L_LACD3,1.0
PknG_KO1,L_LACt2r,0.0
PknG_KO1,L_LACt3,0.0
PknG_KO1,MALS,1.0
PknG_KO1,MALT,0.0
PknG_KO1,MALTHPabc,0.0
PknG_KO1,MALTabc,0.0
PknG_KO1,MALt2r,0.0
PknG_KO1,MAN1PT,0.0
PknG_KO1,MAN1PT2,0.0
PknG_KO1,MAN6PI,0.0
PknG_KO1,MANAT1,0.0
PknG_KO1,MANAT2,0.0
PknG_KO1,MANAT3,0.0
PknG_KO1,MCBTS,-1.0
PknG_KO1,MCBTS2,-1.0
PknG_KO1,MCBTS3,-1.0
PknG_KO1,MCD,0.0
PknG_KO1,MCOATA,1.0
PknG_KO1,MDFDH,0.0
PknG_KO1,MDH,0.0
PknG_KO1,ME1,0.0
PknG_KO1,MECDPDH,0.0
PknG_KO1,MECDPS,1.0
PknG_KO1,MEOHt2,0.0
PknG_KO1,MEPCT,1.0
PknG_KO1,METAT,1.0
PknG_KO1,METOX1s,0.0
PknG_KO1,METOX2s,0.0
PknG_KO1,METS,0.0
PknG_KO1,METSOXR1,0.0
PknG_KO1,METSOXR2,0.0
PknG_KO1,METabc,0.0
PknG_KO1,MGt5,0.0
PknG_KO1,MHPGLUT,1.0
PknG_KO1,MI1PP,1.0
PknG_KO1,MI1PS,1.0
PknG_KO1,MI3PP,1.0
PknG_KO1,MMCD,1.0
PknG_KO1,MME,1.0
PknG_KO1,MMM2r,0.0
PknG_KO1,MMSAD1,1.0
PknG_KO1,MMSAD2,0.0
PknG_KO1,MN6PP,0.0
PknG_KO1,MNDNS1,0.0
PknG_KO1,MNDNS2,0.0
PknG_KO1,MOHMT,1.0
PknG_KO1,MPML,0.0
PknG_KO1,MSHAMID,0.0
PknG_KO1,MSHOXH,0.0
PknG_KO1,MSHS,0.0
PknG_KO1,MTAN,-1.0
PknG_KO1,MTHFC,0.0
PknG_KO1,MTHFD,0.0
PknG_KO1,MTHFR2,0.0
PknG_KO1,MTI,0.0
PknG_KO1,MYC1CYC1,0.0
PknG_KO1,MYC1CYC2,0.0
PknG_KO1,MYC1CYC3,0.0
PknG_KO1,MYC1CYC4,0.0
PknG_KO1,MYC1CYC5,0.0
PknG_KO1,MYC1M1,0.0
PknG_KO1,MYC1M2,0.0
PknG_KO1,MYC2CYC1,0.0
PknG_KO1,MYC2CYC2,0.0
PknG_KO1,MYC2CYC3,0.0
PknG_KO1,MYCON1,1.0
PknG_KO1,MYCON2,1.0
PknG_KO1,MYCON3,1.0
PknG_KO1,MYCON4,1.0
PknG_KO1,MYCON5,1.0
PknG_KO1,MYCSacp50,0.0
PknG_KO1,MYCSacp56,0.0
PknG_KO1,MYCSacp58,0.0
PknG_KO1,MYCTR,-1.0
PknG_KO1,MYCTR2,-1.0
PknG_KO1,NADH10,-1.0
PknG_KO1,NADH2r,-1.0
PknG_KO1,NADH5,1.0
PknG_KO1,NADH9,-1.0
PknG_KO1,NADK,0.0
PknG_KO1,NADS2,0.0
PknG_KO1,NADTRHD,0.0
PknG_KO1,NAKtr,0.0
PknG_KO1,NAPRTr,0.0
PknG_KO1,NARK,0.0
PknG_KO1,NAt3_1,-1.0
PknG_KO1,NDPK1,0.0
PknG_KO1,NDPK2,0.0
PknG_KO1,NDPK3,0.0
PknG_KO1,NDPK4,0.0
PknG_KO1,NDPK5,0.0
PknG_KO1,NDPK6,0.0
PknG_KO1,NDPK7,0.0
PknG_KO1,NDPK8,0.0
PknG_KO1,NH4OHDs,0.0
PknG_KO1,NH4t,0.0
PknG_KO1,NNAM,1.0
PknG_KO1,NNAT,0.0
PknG_KO1,NNDMBRT,0.0
PknG_KO1,NNDPR,1.0
PknG_KO1,NO,0.0
PknG_KO1,NO3R1,1.0
PknG_KO1,NO3R2,0.0
PknG_KO1,NOt,0.0
PknG_KO1,NPHS,0.0
PknG_KO1,NTD1,0.0
PknG_KO1,NTD10,0.0
PknG_KO1,NTD11,0.0
PknG_KO1,NTD2,0.0
PknG_KO1,NTD3,0.0
PknG_KO1,NTD4,0.0
PknG_KO1,NTD5,0.0
PknG_KO1,NTD6,0.0
PknG_KO1,NTD7,0.0
PknG_KO1,NTD8,0.0
PknG_KO1,NTD9,0.0
PknG_KO1,NTPP2,0.0
PknG_KO1,NTPP3,0.0
PknG_KO1,NTPP4,0.0
PknG_KO1,NTPP5,0.0
PknG_KO1,NTPP7,0.0
PknG_KO1,NTPP8,0.0
PknG_KO1,NTPTP1,0.0
PknG_KO1,NTPTP2,0.0
PknG_KO1,NTRIR2x,0.0
PknG_KO1,NTRIRx,0.0
PknG_KO1,NTRIRy,0.0
PknG_KO1,O16RHAT,-1.0
PknG_KO1,O2t,0.0
PknG_KO1,OCBT,0.0
PknG_KO1,OCDCAt2,0.0
PknG_KO1,OCOAT1r,0.0
PknG_KO1,OMCDC,0.0
PknG_KO1,OMPDC,0.0
PknG_KO1,OPAH,0.0
PknG_KO1,ORNTA,0.0
PknG_KO1,ORNTAC,0.0
PknG_KO1,ORNt,0.0
PknG_KO1,ORPT,0.0
PknG_KO1,OXACOAL,0.0
PknG_KO1,OXCDC,0.0
PknG_KO1,OXGDC,0.0
PknG_KO1,P5CD,0.0
PknG_KO1,P5CR,0.0
PknG_KO1,P5CRx,0.0
PknG_KO1,PACt2r,0.0
PknG_KO1,PANTS,0.0
PknG_KO1,PAPA160,-1.0
PknG_KO1,PAPPT1,1.0
PknG_KO1,PAPPT2,1.0
PknG_KO1,PAPPT3,1.0
PknG_KO1,PAPR,1.0
PknG_KO1,PATS,0.0
PknG_KO1,PC,0.0
PknG_KO1,PC11M,-1.0
PknG_KO1,PC17M,0.0
PknG_KO1,PC20M,0.0
PknG_KO1,PC6AR,-1.0
PknG_KO1,PC6YM,0.0
PknG_KO1,PC8XM,0.0
PknG_KO1,PDE1,1.0
PknG_KO1,PDE4,1.0
PknG_KO1,PDH,0.0
PknG_KO1,PDHa,0.0
PknG_KO1,PDHbr,1.0
PknG_KO1,PDHc,0.0
PknG_KO1,PDIMAS,0.0
PknG_KO1,PDIMAT,0.0
PknG_KO1,PDX5PO,-1.0
PknG_KO1,PEAMNO,0.0
PknG_KO1,PEPCK_re,1.0
PknG_KO1,PFK,0.0
PknG_KO1,PFL,0.0
PknG_KO1,PGAMT,0.0
PknG_KO1,PGCD,-1.0
PknG_KO1,PGI,0.0
PknG_KO1,PGK,0.0
PknG_KO1,PGL,0.0
PknG_KO1,PGLS,0.0
PknG_KO1,PGLYCP,0.0
PknG_KO1,PGM,0.0
PknG_KO1,PGMT,0.0
PknG_KO1,PGPP160,0.0
PknG_KO1,PGPP160190,0.0
PknG_KO1,PGPP190,0.0
PknG_KO1,PGPPT3,1.0
PknG_KO1,PGSA160,0.0
PknG_KO1,PGSA160190,0.0
PknG_KO1,PGSA190,0.0
PknG_KO1,PHDCATA,0.0
PknG_KO1,PHDCAt,0.0
PknG_KO1,PHETA1,0.0
PknG_KO1,PHEt2r,0.0
PknG_KO1,PHTHDLS,0.0
PknG_KO1,PHTHDLS2,0.0
PknG_KO1,PHTHS,0.0
PknG_KO1,PHTHS2,0.0
PknG_KO1,PHYCBOXL,0.0
PknG_KO1,PIabc,1.0
PknG_KO1,PLCD,-1.0
PknG_KO1,PLIPA1E160,0.0
PknG_KO1,PLIPA1E180,0.0
PknG_KO1,PMANM,0.0
PknG_KO1,PMDPHT,0.0
PknG_KO1,PMPK,0.0
PknG_KO1,PNCDC,0.0
PknG_KO1,PNTK,0.0
PknG_KO1,PPA,0.0
PknG_KO1,PPAtr,0.0
PknG_KO1,PPBNGS,0.0
PknG_KO1,PPCDC,1.0
PknG_KO1,PPCOAC,0.0
PknG_KO1,PPDIMAS,0.0
PknG_KO1,PPDIMAT,0.0
PknG_KO1,PPDK,0.0
PknG_KO1,PPGKr,0.0
PknG_KO1,PPK2,0.0
PknG_KO1,PPNCL3,1.0
PknG_KO1,PPND,0.0
PknG_KO1,PPNDH,0.0
PknG_KO1,PPPGO,0.0
PknG_KO1,PPTGS,0.0
PknG_KO1,PPTGS_TB1,0.0
PknG_KO1,PPTGS_TB2,0.0
PknG_KO1,PRAGSr,0.0
PknG_KO1,PRAIS,1.0
PknG_KO1,PRAIi,0.0
PknG_KO1,PRAMPC,0.0
PknG_KO1,PRASCS,0.0
PknG_KO1,PRATPP,-1.0
PknG_KO1,PRDX,0.0
PknG_KO1,PREPHACPH,-1.0
PknG_KO1,PREPPACPH,-1.0
PknG_KO1,PREPTHS,0.0
PknG_KO1,PREPTHS2,0.0
PknG_KO1,PREPTTA,0.0
PknG_KO1,PRFGS,0.0
PknG_KO1,PRMICIi,0.0
PknG_KO1,PROD2,0.0
PknG_KO1,PROabc,0.0
PknG_KO1,PROt2r,0.0
PknG_KO1,PRPPS,0.0
PknG_KO1,PSCVT,0.0
PknG_KO1,PSD160,0.0
PknG_KO1,PSERT,0.0
PknG_KO1,PSP_L,0.0
PknG_KO1,PSSA160,0.0
PknG_KO1,PTAr,0.0
PknG_KO1,PTPATi,0.0
PknG_KO1,PUNP1,0.0
PknG_KO1,PUNP2,0.0
PknG_KO1,PUNP3,0.0
PknG_KO1,PUNP4,0.0
PknG_KO1,PUNP5,0.0
PknG_KO1,PUNP6,0.0
PknG_KO1,PUNP7,0.0
PknG_KO1,PYAM5PO,0.0
PknG_KO1,PYDXNO,-1.0
PknG_KO1,PYDXO,-1.0
PknG_KO1,PYK,0.0
PknG_KO1,PYRDC,0.0
PknG_KO1,PYRt2r,0.0
PknG_KO1,QRr,0.0
PknG_KO1,QULNS,1.0
PknG_KO1,R05217,0.0
PknG_KO1,R05219,0.0
PknG_KO1,R05224,0.0
PknG_KO1,RBFK,0.0
PknG_KO1,RBFSa,0.0
PknG_KO1,RBFSb,0.0
PknG_KO1,RBK,0.0
PknG_KO1,RIBabc,0.0
PknG_KO1,RNDR1,1.0
PknG_KO1,RNDR2,1.0
PknG_KO1,RNDR3,1.0
PknG_KO1,RNDR4,1.0
PknG_KO1,RNTR4,0.0
PknG_KO1,RPE,0.0
PknG_KO1,RPI,0.0
PknG_KO1,RPPDIMAS,0.0
PknG_KO1,RRPPDIMAS,-1.0
PknG_KO1,RZ5PP,-1.0
PknG_KO1,SADH,0.0
PknG_KO1,SADT,1.0
PknG_KO1,SDPDS,0.0
PknG_KO1,SDPTA,0.0
PknG_KO1,SERAT,0.0
PknG_KO1,SERD_D,-1.0
PknG_KO1,SERD_L,-1.0
PknG_KO1,SERt2r,0.0
PknG_KO1,SGDS,0.0
PknG_KO1,SGSAD,0.0
PknG_KO1,SHCHD2,0.0
PknG_KO1,SHCHD3,0.0
PknG_KO1,SHCHF,1.0
PknG_KO1,SHK3Dr,0.0
PknG_KO1,SHKK,1.0
PknG_KO1,SHSL1r,0.0
PknG_KO1,SHSL4r,0.0
PknG_KO1,SKMt2,0.0
PknG_KO1,SOTA,0.0
PknG_KO1,SPMS,-1.0
PknG_KO1,SPODM,0.0
PknG_KO1,SSALx,0.0
PknG_KO1,SSALy,0.0
PknG_KO1,SUCBZL,0.0
PknG_KO1,SUCBZS,0.0
PknG_KO1,SUCCt2r,0.0
PknG_KO1,SUCD1i,0.0
PknG_KO1,SUCOAS,0.0
PknG_KO1,SULabc,0.0
PknG_KO1,TALA,0.0
PknG_KO1,TARTD,0.0
PknG_KO1,TARTRt7,0.0
PknG_KO1,TATS,0.0
PknG_KO1,TDMS1,0.0
PknG_KO1,TDMS2,0.0
PknG_KO1,TDMS3,0.0
PknG_KO1,TDMS4,0.0
PknG_KO1,TDPDRE,0.0
PknG_KO1,TDPDRR,0.0
PknG_KO1,TDPGDH,0.0
PknG_KO1,THDPS,0.0
PknG_KO1,THFGLUS,0.0
PknG_KO1,THMDP,-1.0
PknG_KO1,THRD_Lr,0.0
PknG_KO1,THRS,0.0
PknG_KO1,THRt2r,0.0
PknG_KO1,THZPSN,0.0
PknG_KO1,TKT1,1.0
PknG_KO1,TKT2,1.0
PknG_KO1,TMDK1,0.0
PknG_KO1,TMDPP,-1.0
PknG_KO1,TMDS,0.0
PknG_KO1,TMHAS1,0.0
PknG_KO1,TMHAS2,0.0
PknG_KO1,TMHAS3,0.0
PknG_KO1,TMHAS4,0.0
PknG_KO1,TMHAS5,0.0
PknG_KO1,TMHAS6,0.0
PknG_KO1,TMN,0.0
PknG_KO1,TMPKr,0.0
PknG_KO1,TMPPP,0.0
PknG_KO1,TPI,0.0
PknG_KO1,TRDR,0.0
PknG_KO1,TRE6PP,1.0
PknG_KO1,TRE6PS,0.0
PknG_KO1,TRESULT,0.0
PknG_KO1,TREabc,0.0
PknG_KO1,TRIATS,0.0
PknG_KO1,TRPS1,0.0
PknG_KO1,TRPS2,0.0
PknG_KO1,TRPS3,0.0
PknG_KO1,TRPTA,0.0
PknG_KO1,TRPt2r,0.0
PknG_KO1,TSULabc,0.0
PknG_KO1,TTDCAt2,0.0
PknG_KO1,TYRTA,0.0
PknG_KO1,TYRt2r,0.0
PknG_KO1,UAAGDS,1.0
PknG_KO1,UAAGLS1,0.0
PknG_KO1,UAAGLS2,0.0
PknG_KO1,UAGCVT,0.0
PknG_KO1,UAGDP,0.0
PknG_KO1,UAGPT1,1.0
PknG_KO1,UAGPT2,1.0
PknG_KO1,UAGPT3,1.0
PknG_KO1,UAMAGS,0.0
PknG_KO1,UAMAS,0.0
PknG_KO1,UAMRH,0.0
PknG_KO1,UAPGR,0.0
PknG_KO1,UDCPDP,1.0
PknG_KO1,UDCPDPS,0.0
PknG_KO1,UDPDPS,0.0
PknG_KO1,UDPDPS2,0.0
PknG_KO1,UDPG4E,1.0
PknG_KO1,UDPGALM,0.0
PknG_KO1,UDPGD,-1.0
PknG_KO1,UGAGDS,1.0
PknG_KO1,UGGPT3,1.0
PknG_KO1,UGLDDS1,1.0
PknG_KO1,UGLDDS2,1.0
PknG_KO1,UGMAGS,0.0
PknG_KO1,UGMAS,0.0
PknG_KO1,UGMDDS,1.0
PknG_KO1,UGMDDS2,1.0
PknG_KO1,UMPK,0.0
PknG_KO1,UPP3MT,0.0
PknG_KO1,UPP3S,1.0
PknG_KO1,UPPDC1,0.0
PknG_KO1,UPPDC2,0.0
PknG_KO1,UPPRT,0.0
PknG_KO1,UREA,-1.0
PknG_KO1,URIDK2r,0.0
PknG_KO1,URIK2,0.0
PknG_KO1,VALTA,0.0
PknG_KO1,VALt2r,0.0
PknG_KO1,XPPT,0.0
PknG_KO1,XYLK,-1.0
PknG_KO1,YUMPS,0.0
PknG_KO1,S7PI,0.0
PknG_KO1,GMHEPK,-1.0
PknG_KO1,HMEDS,1.0
PknG_KO1,HMEDR,1.0
PknG_KO1,FRTT,0.0
PknG_KO1,2MCD,1.0
PknG_KO1,2MCS,1.0
PknG_KO1,2MID,0.0
PknG_KO1,2MIL,1.0
PknG_KO1,Gln_LT,0.0
PknG_KO1,TREP,0.0
PknG_KO1,HDECH,0.0
PknG_KO1,DTBTST,0.0
PknG_KO1,IPDPUDCT,0.0
PknG_KO1,ACHMSSH,0.0
PknG_KO1,PDBL_1,0.0
PknG_KO1,PDBL_2,0.0
PknG_KO1,PDBL_3,0.0
PknG_KO1,PDBL_4,0.0
PknG_KO1,EX_ni2,0.0
PknG_KO1,Ni2t,-1.0
PknG_KO1,EX_mn2,0.0
PknG_KO1,Mn2t,-1.0
PknG_KO1,2O4EH,0.0
PknG_KO1,G6PDH,0.0
PknG_KO1,2PLS,0.0
PknG_KO1,LPPGS,0.0
PknG_KO1,DMHDRFS,1.0
PknG_KO1,LPFPLT,-1.0
PknG_KO1,GF4GL_0,0.0
PknG_KO1,GF4GL_1,-1.0
PknG_KO1,MBP_1,-1.0
PknG_KO1,FAD_1,0.0
PknG_KO1,FAD_2,0.0
PknG_KO1,FAD_3,0.0
PknG_KO1,FAD_4,0.0
PknG_KO1,FAD_5,0.0
PknG_KO1,FAD_6,0.0
PknG_KO1,FAD_7,0.0
PknG_KO1,FAD_8,0.0
PknG_KO1,FAD_9,0.0
PknG_KO1,FAD_10,0.0
PknG_KO1,FAD_11,0.0
PknG_KO1,FAD_12,0.0
PknG_KO1,FAD_13,0.0
PknG_KO1,FAD_14,0.0
PknG_KO1,FAD_15,0.0
PknG_KO1,FAD_16,0.0
PknG_KO1,FAD_17,0.0
PknG_KO1,FAD_18,0.0
PknG_KO1,FAD_19,0.0
PknG_KO1,FAD_20,0.0
PknG_KO1,FAD_21,0.0
PknG_KO1,FAD_22,0.0
PknG_KO1,FAD_23,0.0
PknG_KO1,FAD_24,0.0
PknG_KO1,FAD_25,0.0
PknG_KO1,FAD_26,0.0
PknG_KO1,FAD_27,0.0
PknG_KO1,3HIBD,1.0
PknG_KO1,ALDR,0.0
PknG_KO1,AL4D,0.0
PknG_KO1,MANT1,0.0
PknG_KO1,ARABT,-1.0
PknG_KO1,HOAS,0.0
PknG_KO1,SR1,0.0
PknG_KO1,SR2,0.0
PknG_KO1,MR,0.0
PknG_KO1,GLYCS_I,0.0
PknG_KO1,GLYCS_II,0.0
PknG_KO1,LALDD,0.0
PknG_KO1,CYST_II,0.0
PknG_KO1,FUSA1,1.0
PknG_KO1,ISCS,0.0
PknG_KO1,GLYTRS,0.0
PknG_KO1,SELCYSS,0.0
PknG_KO1,TYRTRS,0.0
PknG_KO1,biomass,0.0
PknG_KO1,ECHA20,0.0
PknG_KO1,CHOL1,0.0
PknG_KO1,FADE282,0.0
PknG_KO1,HOPNTAL2,0.0
PknG_KO1,ECHA192,0.0
PknG_KO1,HSA,0.0
PknG_KO1,FADB3,1.0
PknG_KO1,FADB2,1.0
PknG_KO1,CHCD,0.0
PknG_KO1,HDAD,0.0
PknG_KO1,CHOD,1.0
PknG_KO1,3HSA,0.0
PknG_KO1,HSAC,0.0
PknG_KO1,HSAE,0.0
PknG_KO1,HIAA,0.0
PknG_KO1,IPDAB,0.0
PknG_KO1,KSH,0.0
PknG_KO1,ECHA193,-1.0
PknG_KO1,CYP1,0.0
PknG_KO1,HIPB,0.0
PknG_KO1,HIPA,0.0
